Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-52.068996	80.586075	24.865667	-322.42612	-452.4777	598.88135	-24.769516	-1439.4525	149.96153	328.6	3999	2.3419669	3.4003487	28.381704	-12.889175	-3.531586	0.5118709	14.085578441619873
2	-85.06328	138.28857	22.15538	-385.77252	-461.82422	657.2432	-20.719536	-1554.3425	257.64285	313.3	7999	18.900063	8.465598	62.95353	-10.948927	-21.958427	1.948169	31.512866735458374
3	-189.74123	411.6896	18.493414	-1550.7216	-181.22543	231.70428	-12.629389	-641.7627	272.92307	333.5	11999	39.317776	6.558524	78.25722	-4.441279	-42.933247	5.120022	49.52582097053528
4	-60.476555	306.71127	412.93857	-1042.7792	176.4606	204.61601	592.8511	-2.9890802	348.85715	382.8	15999	33.523357	5.891329	73.1175	-7.7263665	-35.676033	3.8969185	68.16447925567627
5	114.28518	125.40072	377.27692	13.13224	79.86224	84.12473	297.3506	10.590505	534.5714	255.4	19999	24.702496	4.610665	56.82781	-5.125324	-26.26736	2.121173	86.04292726516724
6	231.59322	133.65616	354.20062	26.488674	256.54132	185.00449	570.69434	35.0072	710.1667	529.1	23999	18.956758	3.816324	50.26433	-6.459835	-20.203617	1.6081758	105.58152270317078
7	292.02908	166.2686	495.35693	27.213896	524.4876	192.527	808.5459	125.61215	647.6667	910.4	27999	16.442083	3.4655657	45.13592	-7.8121767	-17.548576	1.3103671	127.35392117500305
8	332.3333	122.58851	441.76956	95.70917	325.52277	294.8894	847.42035	14.551209	824.2	533.5	31999	15.627668	3.432215	44.84974	-8.777998	-16.654602	1.2391292	146.8878688812256
9	155.06335	173.4838	442.3491	-3.276638	317.6949	224.14835	720.9359	16.349611	405.0	541.5	35999	15.419096	3.47483	46.731087	-11.251003	-16.397188	1.26028	166.4926826953888
10	348.6093	173.9336	476.78247	5.9456277	155.81981	254.74135	770.95355	5.146512	777.6	265.7	39999	15.525422	3.5378299	47.48334	-10.0587225	-16.480972	1.2351487	184.55298256874084
11	111.862404	96.73535	352.5595	5.1185203	428.06046	235.12823	852.96545	14.831573	274.47058	809.0	43999	15.711033	3.665376	48.35628	-8.091615	-16.632694	1.2909954	206.25636839866638
12	282.13696	187.41023	466.37256	-5.4689255	245.41301	190.09656	508.64172	48.354248	581.1429	481.8	47999	15.790741	3.6475163	46.493073	-7.7390547	-16.687511	1.2413085	226.5080931186676
13	427.50424	123.042725	581.58124	271.44238	506.27936	294.3271	823.54987	76.25312	1000.0	739.8	51999	15.949698	3.687414	47.460793	-7.249222	-16.82666	1.1943598	247.45178365707397
14	275.88135	220.76012	585.6957	30.960613	298.15485	274.68774	799.7205	63.556618	492.625	415.6	55999	16.077993	3.8357184	49.17328	-7.221052	-16.932785	1.2017678	266.45120882987976
15	252.22128	193.34673	467.0179	10.394881	530.56476	316.47345	892.26166	5.110813	535.2857	732.4	59999	16.228483	3.8539217	47.80787	-8.659125	-17.070171	1.1766176	287.42255449295044
16	340.40826	196.35095	525.5239	6.5643377	450.437	338.8231	835.5073	2.7890801	693.1667	622.9	63999	16.300745	3.918592	48.63276	-6.46241	-17.13113	1.1449165	307.6620316505432
17	304.91074	232.72542	621.18945	32.30086	323.27164	329.90573	902.1579	6.314955	530.75	470.7	67999	16.459236	4.1145453	49.617954	-7.399295	-17.273666	1.1323843	327.0186553001404
18	298.39194	237.43396	583.45026	4.3858566	426.79288	260.3469	667.1046	43.744724	564.5	722.2	71999	16.533863	4.2041063	48.692154	-7.2682457	-17.327127	1.1478066	347.90757179260254
19	262.1755	248.78241	645.71106	22.297487	401.48273	270.90796	672.0052	26.925226	421.63635	634.3	75999	16.54413	4.277383	49.365875	-8.691891	-17.33013	1.1111157	369.6951038837433
20	299.4499	219.3361	610.16797	41.632824	377.31598	308.14774	976.22015	22.437948	476.5	479.0	79999	16.717215	4.3923573	49.31095	-6.714755	-17.489626	1.1260701	392.553240776062
