Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-40.440445	75.12714	30.020477	-303.63977	-181.91031	381.2246	-15.9963045	-1320.3843	129.23334	124.3	3999	3.8378353	4.50623	33.303223	-10.66241	-5.3135204	0.76298785	10.78046989440918
2	-61.121677	99.54593	18.198824	-343.71338	-48.03281	26.289146	-23.740116	-99.21333	186.81818	19.4	7999	26.41592	11.63479	74.34022	-12.020024	-30.732845	3.6362963	22.990508794784546
3	-169.55565	441.23215	16.182234	-2391.5918	-2640.8608	11.683362	-2626.1274	-2664.0989	131.10715	1000.0	11999	70.60928	13.402127	117.29178	-43.985573	-77.29981	14.412669	42.725491762161255
4	-499.2242	877.9114	689.22845	-2348.4749	799.3371	15.95701	822.4075	761.3175	403.7	1000.0	15999	42.480927	13.213381	93.60445	-30.148357	-44.41501	6.156753	63.63221979141235
5	602.4749	318.9213	886.59344	15.096383	192.18887	103.07151	427.76553	42.03535	804.8	582.3	19999	25.341198	5.2848196	55.331726	-31.657526	-27.403122	2.4644551	81.92885398864746
6	203.81963	242.21922	701.9496	1.3589772	429.26163	298.05548	950.0517	73.516426	349.58334	617.4	23999	21.380705	4.8405976	51.4318	-15.591137	-23.039171	1.768071	98.42067813873291
7	271.1266	282.22818	715.8624	12.424883	469.47842	290.5844	777.0281	11.399656	424.33334	684.7	27999	18.955797	4.7584524	46.31603	-33.23403	-20.408176	1.5443764	116.42842721939087
8	555.44696	149.30042	690.0601	302.80692	615.2225	273.56866	814.7524	72.783905	850.0	820.5	31999	18.384094	4.7573776	42.02097	-14.619324	-19.758318	1.3326597	137.18698477745056
9	465.98245	322.0898	742.4216	-7.045693	304.1179	327.1599	902.5489	11.9307	673.6667	382.5	35999	18.720272	4.928062	48.034378	-18.843693	-20.02914	1.2927707	154.19216465950012
10	269.73126	284.48285	686.8568	-18.268972	367.16016	355.34116	905.4256	16.288057	474.6	448.0	39999	18.955265	5.1849847	52.843845	-17.000074	-20.189672	1.309582	171.41213846206665
11	226.76512	244.33624	739.89264	12.273614	377.07654	334.64685	853.20764	9.241554	346.55554	484.5	43999	19.11343	5.2624154	46.65095	-17.420406	-20.27451	1.3554314	188.73364782333374
12	352.61807	374.13794	896.63696	3.7136097	503.87958	371.76678	940.00183	19.05897	415.54544	627.7	47999	18.995497	5.0861535	48.29045	-13.928614	-20.101809	1.219684	206.98190355300903
13	528.18036	296.19513	796.70514	70.28036	364.77002	359.7673	919.72766	6.8968735	705.6667	452.5	51999	19.231709	5.2951336	48.720406	-17.146109	-20.310034	1.2198627	225.22005009651184
14	343.59158	344.97467	790.5506	7.7177553	531.7672	375.4959	901.8677	25.367964	430.75	629.6	55999	19.58096	5.571204	49.030167	-37.49809	-20.62236	1.2566484	244.76175475120544
15	375.05893	339.84863	828.37946	1.4099959	568.3123	406.47922	1040.436	21.99143	490.77777	581.5	59999	19.415142	5.637267	48.1743	-23.403328	-20.39805	1.1644714	261.85877752304077
16	507.34866	372.56406	899.9478	118.72877	477.24432	404.6122	961.0208	21.48465	560.1667	485.9	63999	19.243198	5.700928	50.068306	-15.53236	-20.18216	1.1227019	278.2265613079071
17	421.65338	378.89288	864.2575	3.9854977	249.54851	354.146	961.2019	13.479376	488.0	257.3	67999	19.452347	5.8611093	52.890625	-15.188622	-20.38583	1.1176513	293.13239336013794
18	282.28424	379.22052	913.2501	8.690093	395.98587	359.78903	919.5448	21.934036	315.5	459.3	71999	19.56529	5.9755745	50.70547	-14.905122	-20.455687	1.1367481	310.409245967865
19	274.78534	257.06317	850.9089	44.355022	194.043	261.49454	952.661	14.355802	320.2	193.3	75999	19.494522	5.9064403	49.28033	-14.710433	-20.33784	1.1850765	325.8901786804199
20	213.72246	310.23386	910.98334	1.3689542	371.25027	483.44257	1021.3515	-184.12115	232.0	614.7	79999	19.397112	5.748803	48.934204	-22.139761	-20.223145	1.2152221	343.5399537086487
