Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-84.356766	141.80159	13.604408	-364.4464	-166.77934	214.43538	-7.798519	-786.3806	258.7143	65.8	3999	2.8282657	2.7411184	17.618967	-7.542575	-3.781702	0.654317	12.686182498931885
2	-43.35068	83.076546	9.489137	-384.69095	-109.25691	181.15509	-15.1105995	-636.34894	126.20588	37.3	7999	24.767235	12.441587	68.37898	-3.571874	-27.59673	4.7181563	28.401890754699707
3	-237.96028	529.5119	3.7978714	-2488.844	-853.59766	1213.4564	-25.075695	-2781.9697	176.47826	313.7	11999	83.16676	21.795181	143.32393	7.7539196	-88.355415	32.29544	46.2166428565979
4	-306.54654	670.89966	-13.129512	-2450.359	-701.9424	949.6468	-45.14825	-2195.9468	133.83333	328.9	15999	124.37368	13.212245	167.63338	-24.73259	-128.13947	69.27094	64.62010383605957
5	-179.12347	375.89014	-18.098827	-1690.2755	-99.05264	121.58577	-4.5822206	-356.32153	169.05556	436.0	19999	138.22174	16.340765	178.86443	-40.268673	-142.21643	74.457436	83.67232847213745
6	-72.730835	83.57932	16.211828	-294.04584	-47.478756	56.83663	2.276779	-203.75954	298.06668	178.0	23999	157.88786	18.891666	205.06255	-48.41518	-162.24759	77.91219	101.16435551643372
7	-203.7479	231.80688	-8.0076065	-638.61743	-136.17526	201.0324	-9.346799	-726.7366	329.45456	185.0	27999	177.44646	20.20628	221.27208	-74.75329	-181.7791	87.388435	118.80836582183838
8	-163.55238	235.00677	-10.012247	-813.3005	-68.35922	37.3253	-17.905388	-128.85529	207.68182	78.9	31999	192.99908	20.673206	236.81245	-74.525375	-197.22566	93.734375	135.88166451454163
9	-146.69298	231.34402	-14.429794	-933.2788	-165.07419	285.55438	-11.000934	-990.77625	154.08333	160.2	35999	202.52888	21.73071	245.2275	-79.88753	-206.64828	103.875595	153.37664675712585
10	-178.64496	237.92752	-0.21911368	-883.5667	-189.32681	420.347	573.76086	-967.03625	196.40909	361.4	39999	207.52922	23.21507	251.47627	-80.14605	-211.5485	102.43618	172.0450291633606
11	-164.2795	241.89523	-12.3927145	-925.6784	-438.76474	352.8787	-73.64576	-991.4288	184.65218	476.1	43999	208.3268	24.618797	254.35004	-87.608406	-212.14963	99.1349	191.50185704231262
12	-426.5937	461.4345	-7.032428	-1090.7213	-643.798	403.51645	-46.741734	-1043.1029	467.42856	657.4	47999	206.64574	25.101206	253.76071	-85.94553	-210.27397	86.01068	211.97620224952698
13	-416.73502	445.4745	-10.9862	-1104.181	-378.70047	480.0202	-19.069656	-1119.7445	444.3	349.8	51999	202.06032	23.846855	251.03375	-73.5831	-205.41684	70.04523	230.63796210289001
14	-402.71622	459.8854	-22.638058	-1101.8363	-411.8435	453.03824	-14.756839	-996.5888	394.8889	423.6	55999	194.05362	22.270319	244.37627	-93.893524	-197.11047	54.609562	249.72798013687134
15	-387.13672	423.61957	-29.637234	-1071.183	-331.74887	295.5873	-53.348682	-790.2633	422.18182	458.4	59999	182.583	20.121227	229.32593	-79.55049	-185.30559	42.930374	269.07536149024963
16	-308.91824	288.10196	-2.6632318	-793.88635	-65.76916	162.95842	106.47402	-534.52386	476.85715	238.8	63999	168.41522	17.848246	213.2179	-76.266914	-170.83195	32.56203	288.2278587818146
17	-334.84113	274.44965	-10.689783	-610.20703	-64.221176	285.54477	389.40463	-464.43124	592.8571	624.1	67999	153.20499	15.700384	197.58862	-63.742992	-155.33528	22.399265	309.7186031341553
18	-155.33443	158.77368	38.10752	-417.73383	122.28203	245.3303	586.27094	-183.63844	491.25	628.3	71999	136.99655	13.971606	180.4504	-52.68624	-138.8554	16.002327	330.49372005462646
19	-0.5951756	154.42703	178.12506	-346.92166	616.78485	125.46549	771.66223	288.0896	532.2857	1000.0	75999	121.02493	12.136403	159.70384	-58.568813	-122.66266	11.442691	353.3071436882019
20	281.16522	135.74387	493.3647	85.968185	683.21	212.99228	809.97095	55.005375	985.2	912.5	79999	106.54781	10.4120245	144.00545	-48.615986	-108.03119	8.389361	375.6051185131073
