Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-52.943657	78.855965	12.294242	-353.30066	-2997.724	3.7735965	-2990.1992	-3006.0715	133.07408	1000.0	3999	1.91582	3.21387	23.347078	-13.196753	-2.876039	1.295093	15.478867292404175
2	-68.4485	99.890175	22.19943	-375.29678	-3011.358	13.2546215	-2990.9587	-3022.4282	202.80952	1000.0	7999	31.442917	19.586975	104.65074	-14.060256	-35.710674	14.21683	33.395089626312256
3	-291.02863	706.3595	13.54693	-2474.4043	-1254.9333	1291.2834	-38.16895	-2971.5598	215.21053	448.0	11999	122.15289	32.942482	221.04985	26.6137	-129.99364	91.326065	48.387327671051025
4	-613.48175	921.84235	-34.857594	-2487.6475	-598.5233	1021.96826	-23.20526	-2661.9043	252.4	225.8	15999	206.33644	27.590403	293.9962	37.103848	-214.29184	188.0458	62.3727285861969
5	-820.8835	1068.2854	-33.281357	-2381.4336	-1024.7524	1154.086	-45.91252	-2460.9785	353.33334	420.1	19999	255.28778	27.188534	329.42294	-18.055008	-262.13214	245.79047	77.47078394889832
6	-911.05994	993.8175	-41.911995	-2225.8193	-275.53848	657.1637	-24.346357	-2245.7231	413.125	121.4	23999	275.4165	27.764841	343.6662	-61.528328	-281.58688	247.60672	90.88765048980713
7	-577.8228	807.5993	-17.575771	-2015.9476	-478.1437	740.4262	-18.693659	-1954.2458	307.66666	250.6	27999	279.5021	28.839314	344.3904	-113.044556	-284.96753	236.9098	105.10132813453674
8	-587.27673	721.66064	-35.405037	-1803.9795	-543.20496	691.9114	-14.920699	-1618.9095	352.2	338.2	31999	273.53873	29.466059	337.83347	-127.67315	-278.58215	210.43407	119.76016092300415
9	-761.3657	608.8882	-45.347797	-1452.9673	-75.700714	106.232155	55.65287	-323.16306	555.125	328.7	35999	264.47488	29.428333	334.82886	-148.28421	-269.10504	172.56078	134.5492570400238
10	-615.58527	480.42578	-53.80349	-1235.4137	-201.51956	292.0143	-14.828188	-1061.3716	548.6667	184.4	39999	252.3725	27.458105	315.77936	-117.64734	-256.62607	136.92719	148.36066341400146
11	-741.2081	363.54227	-26.25633	-995.0307	-285.5209	365.447	162.33504	-956.1917	805.0	408.3	43999	237.88583	25.24447	301.5066	-121.104416	-241.74217	105.38211	163.63338708877563
12	-272.12515	354.47797	-5.256365	-927.1125	-336.97296	300.85217	-36.628963	-812.8071	313.86667	470.3	47999	221.8306	23.4583	278.60696	-122.48561	-225.28447	84.68431	179.19444465637207
13	-208.46584	222.1355	-10.897615	-698.0218	-401.8962	350.38535	-5.1723976	-835.02246	311.53845	544.4	51999	203.31721	21.507183	256.6472	-96.662125	-206.34377	67.53686	195.15989470481873
14	-252.7241	267.79742	-33.269566	-774.94104	-79.72002	104.56529	88.846	-225.79683	325.16666	298.5	55999	182.9656	19.449207	232.92549	-91.8614	-185.61313	52.659058	209.69863867759705
15	-216.91847	245.97736	-10.914584	-790.91034	-158.7814	181.34409	-15.902709	-564.34875	354.18182	316.4	59999	162.11513	17.333862	208.75406	-83.91375	-164.40625	40.182102	224.4795527458191
16	-128.41122	72.6517	-14.186799	-253.86278	-43.831676	139.71817	240.72684	-364.01517	481.375	271.5	63999	141.13797	14.890627	180.29718	-77.036064	-143.10344	26.683893	238.97584104537964
17	-58.05427	80.31474	10.259872	-247.89024	291.51135	321.3399	796.9755	-22.33398	312.64285	536.6	67999	121.05596	12.822739	155.19371	-60.66689	-122.76892	18.977226	255.03523659706116
18	96.00419	125.56298	297.1002	-32.404533	399.8346	268.58527	795.6925	1.1293029	533.6667	842.5	71999	102.37487	11.009359	133.11469	-43.288593	-103.85747	13.180487	273.10999822616577
19	510.53796	75.01131	591.7623	435.43414	753.5934	25.610119	798.3145	705.8189	1000.0	1000.0	75999	86.49589	9.544419	113.53937	-41.864094	-87.88747	9.284455	292.10026359558105
20	567.36145	13.505728	585.4718	548.89984	670.01355	24.698635	711.24835	633.9999	1000.0	1000.0	79999	75.57173	9.073486	99.638885	-39.35296	-77.00516	6.7970767	311.1460874080658
