Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-50.376984	86.37373	5.3118534	-342.96164	-465.37738	606.60187	-20.949741	-1721.7484	171.04347	253.8	3999	8.124435	7.059387	39.05027	-5.4558525	-10.22326	0.7351095	10.957494735717773
2	-40.276047	70.7382	7.270318	-359.87665	-2434.3726	1128.1448	-92.58649	-3007.7275	132.56	812.1	7999	110.64296	67.8072	314.19763	-57.783646	-124.89658	31.631187	27.886325120925903
3	-102.210335	185.89641	45.05516	-1027.4631	-82.35784	48.588642	-29.547916	-192.8123	84.71429	27.4	11999	505.0328	153.93002	884.28894	-277.09827	-537.92926	601.8199	40.364895820617676
4	-529.4738	930.19574	-13.433815	-2569.892	-90.457535	67.999756	-24.396244	-215.7675	210.8125	40.9	15999	796.324	99.6575	1035.7981	-2172.7708	-819.36237	1308.6768	53.37852358818054
5	-382.13736	706.04614	-13.646895	-2330.293	-403.30267	573.5784	-40.66631	-1711.9608	185.71428	252.2	19999	914.8764	95.301796	1105.6359	-507.65683	-936.02277	980.8422	67.57716536521912
6	-241.68236	471.58224	-2.7855535	-1674.2349	-65.77603	35.282696	-23.43405	-141.75182	168.6	47.0	23999	993.4325	95.93323	1182.39	-538.2523	-1014.3924	1021.62177	80.78287625312805
7	-180.4888	405.97058	-9.268724	-1580.9427	-272.51178	447.19702	-26.5811	-1496.8639	123.85714	237.6	27999	1028.6461	98.42077	1221.6156	-524.29803	-1047.8125	1177.031	95.08240485191345
8	-230.13762	476.06094	-3.876178	-1613.7404	-538.59076	719.7112	-11.819174	-1661.6262	165.25	330.9	31999	1033.2455	99.039536	1210.3324	-676.9566	-1051.2711	1110.9714	109.83439350128174
9	-218.27086	439.6546	-9.557592	-1641.1758	-238.54349	488.2378	-17.465109	-1698.6647	147.78787	145.7	35999	1008.3409	100.72018	1206.8407	-706.29456	-1024.7235	1293.5817	123.72018933296204
10	-175.9107	385.00967	-10.46309	-1637.8264	-361.826	619.8145	-27.523134	-1668.3191	120.793106	233.0	39999	968.09863	97.27511	1172.8715	-2131.926	-983.20245	1128.9034	138.0197629928589
11	-339.5169	542.0617	-13.89065	-1702.8164	-418.54697	727.7775	-27.971987	-1930.8397	207.42857	230.5	43999	917.04376	91.620575	1122.9354	-676.16205	-930.643	883.96985	152.2221941947937
12	-401.28662	665.44257	-11.986965	-1859.5723	-757.8868	843.07935	-21.117022	-1851.3875	232.0	433.8	47999	852.7544	84.84446	1043.0365	-616.9503	-864.57324	760.681	167.6507978439331
13	-409.37204	661.9173	-26.14802	-1900.1116	-352.14423	625.9313	-14.171366	-2035.6865	238.9375	184.8	51999	782.2953	77.715454	981.44403	-540.65094	-792.55304	604.595	181.68310976028442
14	-463.5441	644.6899	-12.608906	-1758.8928	-265.7437	516.54333	-29.638866	-1804.536	280.84616	172.9	55999	705.95245	71.37785	890.0695	-482.25208	-714.78357	519.3507	195.6040825843811
15	-891.5874	756.2837	-38.23319	-1718.5204	-555.9702	624.7365	-32.094128	-1667.6476	556.125	357.5	59999	630.1575	64.82324	789.36346	-524.4003	-637.8999	396.73822	210.57817101478577
16	-339.53772	569.87537	-12.73154	-1663.8629	-397.33356	669.24634	-33.303146	-1742.5739	220.42105	238.8	63999	556.8416	57.91197	720.7616	-330.92227	-563.3837	304.17914	224.92949962615967
17	-663.9618	707.89606	-66.41245	-1626.6996	-341.3769	457.4653	-15.324073	-1490.7428	427.25	481.1	67999	484.867	51.475693	652.92725	-351.49615	-490.35562	231.0953	240.76731514930725
18	-284.60397	452.232	5.7440352	-1616.4984	-193.1525	173.94243	-10.442679	-541.19025	272.11765	366.0	71999	418.22275	45.864567	573.5239	-488.5358	-422.879	173.99246	255.93452501296997
19	-287.57895	506.53653	-2.3163865	-1574.0284	-212.3962	270.68515	-9.422936	-782.4275	231.42857	340.0	75999	356.13245	41.212456	501.687	-375.01123	-360.05756	127.74342	271.0675027370453
20	-472.19797	509.61234	-3.4902627	-1339.5992	-20.523262	260.7456	444.5942	-393.26147	488.8889	483.5	79999	299.52765	36.7158	438.36157	-307.37805	-302.95795	93.04753	286.95613527297974
