Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-46.94353	85.628395	22.027586	-339.0414	-337.47528	580.7622	-40.53999	-2035.8735	133.48276	156.7	3999	6.6920476	6.467131	39.038223	-7.7756815	-9.130627	0.65102416	12.831337928771973
2	-52.73916	77.69727	4.4142656	-313.95233	-59.390953	19.002855	-31.874708	-91.84943	149.07408	22.2	7999	52.04243	23.533451	125.81705	-19.368948	-60.456333	7.3349423	26.954586505889893
3	-129.08621	378.597	15.481979	-2449.4248	-1813.2234	1040.5863	-194.70091	-2611.7793	99.75	726.9	11999	130.42456	19.649529	208.96457	-75.74835	-141.6501	38.694027	46.842376947402954
4	-321.2662	681.4181	-8.269945	-2415.8872	391.89642	306.26578	712.82684	-23.570734	192.94737	823.9	15999	82.71001	21.92186	142.02153	-76.66679	-86.176926	12.831973	69.37299156188965
5	145.65993	169.91895	596.8283	-13.2473	499.17188	228.15047	753.9789	51.480534	430.8	762.8	19999	38.07662	9.155132	69.16795	-48.624714	-40.195736	3.1272597	90.58885431289673
6	212.32352	196.72356	549.2442	17.631786	236.5299	172.46397	543.46783	19.996815	441.77777	418.8	23999	22.669945	4.833232	52.442863	-24.816313	-24.381527	1.939041	109.4512391090393
7	204.6869	161.7174	494.28345	14.118431	492.29654	242.73863	840.7202	66.15418	443.8889	776.1	27999	18.051392	4.42624	47.690895	-19.597116	-19.591227	1.553521	131.49017024040222
8	207.77232	198.79773	584.48694	11.452437	288.78476	254.54468	661.27496	11.900946	430.77777	463.4	31999	17.070665	4.671005	48.96656	-20.991516	-18.51808	1.4848919	150.67032718658447
9	260.4202	179.24084	478.3355	34.07766	212.1152	286.7276	788.4371	2.7579947	522.2857	460.0	35999	17.136816	4.8180456	47.44775	-17.287586	-18.505043	1.3923029	170.56329441070557
10	333.56985	252.37929	676.79285	-21.33825	261.33148	314.9863	769.4729	8.507523	641.4286	371.2	39999	17.217693	4.8230605	46.192524	-20.354773	-18.506807	1.2410882	188.8892538547516
11	264.20917	254.9812	713.95	1.1037418	352.3456	271.6247	820.94476	96.177986	357.0909	534.8	43999	17.464424	4.837898	45.269894	-15.85184	-18.693129	1.2105486	207.03043794631958
12	449.0983	311.69586	787.8017	12.271963	360.21783	328.9085	803.1102	6.74432	694.8333	533.5	47999	17.852888	4.9116073	45.364445	-16.33793	-19.054441	1.1645617	225.20878338813782
13	274.75388	279.39554	715.5815	0.513627	514.0412	379.24426	912.20917	13.938259	426.55554	629.8	51999	18.283339	5.238104	49.843445	-15.138983	-19.456629	1.211729	243.23781490325928
14	474.19742	315.9572	792.99207	11.167437	169.93834	309.56247	840.9731	-7.0687475	649.0	226.6	55999	18.56752	5.4476004	49.84436	-18.118065	-19.708141	1.1863084	258.8468084335327
15	388.6288	317.5461	774.0012	10.540092	420.4898	343.06305	962.17896	59.624104	591.2857	544.5	59999	18.983383	5.7496443	50.842537	-28.175932	-20.111792	1.1470011	276.8202006816864
16	255.57666	301.31934	817.1337	-21.014584	237.99942	279.0379	772.3656	6.327383	383.66666	328.1	63999	19.343647	6.0075793	52.462284	-21.026451	-20.454088	1.2134048	293.4984829425812
17	285.78458	316.5183	866.7581	1.6026239	433.88687	358.7501	895.91614	14.1844845	369.36365	560.1	67999	19.506073	6.105469	53.449184	-17.752378	-20.584387	1.2024056	311.3089988231659
18	492.60294	348.70926	829.11865	0.58477485	366.14655	403.27963	894.87115	12.654217	684.5	418.9	71999	19.53422	6.0366054	53.493347	-21.186666	-20.579058	1.0997404	328.35873460769653
19	168.65103	256.6823	733.65967	2.9733431	204.65161	282.91443	762.3732	7.456423	234.70589	277.5	75999	19.586874	6.1351995	54.7532	-17.294958	-20.603903	1.1489663	344.634729385376
20	396.28445	298.4947	739.63367	67.54946	421.91534	348.381	862.3504	16.239202	513.7143	537.0	79999	19.440247	6.0651283	51.046497	-22.315887	-20.415504	1.1410859	362.5196256637573
