Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-57.17343	97.68151	27.704859	-368.63065	-134.8937	175.60233	-45.950657	-652.1928	159.04	53.2	3999	3.6100416	4.015833	26.316452	-9.268402	-5.0752077	0.4008435	9.689516544342041
2	-44.640793	68.16956	14.933525	-326.99045	-2993.0684	3.3592207	-2986.6582	-2999.01	118.84615	1000.0	7999	35.894844	19.252043	98.1646	-13.566797	-42.345036	5.7159433	27.78367042541504
3	-148.43036	487.49707	7.217976	-2448.273	-2493.312	797.7988	-131.93906	-2946.8386	167.58333	905.2	11999	97.21593	15.979362	143.89479	-36.492424	-105.86403	22.10374	45.3605170249939
4	-304.7355	629.6783	-15.89723	-2463.5833	-107.60055	104.15331	-19.023682	-310.61514	131.34285	45.4	15999	60.244	19.551828	119.681366	-31.36991	-62.301647	12.305765	58.21669816970825
5	-99.50916	415.00116	770.62634	-1949.8489	807.28577	4.3790975	815.2994	801.5588	164.4	1000.0	19999	16.482096	6.913321	47.961662	-13.927733	-17.915747	2.635038	76.94898128509521
6	618.7938	250.91223	802.7424	131.83289	436.84164	270.32874	701.73584	42.61231	830.4	666.2	23999	15.445745	4.254579	41.5786	-14.763409	-17.559332	1.4160972	93.4873914718628
7	359.45096	242.84721	709.783	97.49362	418.9833	281.2699	756.4831	21.569118	576.4286	604.4	27999	16.756245	4.625623	41.99823	-14.69126	-18.551691	1.341669	109.58600378036499
8	345.90894	220.43819	631.8148	61.407127	448.4952	297.6932	837.37476	18.257858	493.5	598.7	31999	16.901632	4.625229	41.400997	-12.84618	-18.516937	1.1941165	125.69367051124573
9	235.08247	181.83942	650.40063	12.4470005	395.94064	313.57797	908.38464	18.772844	296.58334	520.8	35999	17.073494	4.438044	38.034245	-12.912673	-18.531904	1.2119006	141.43228960037231
10	305.19434	250.75906	723.50635	28.087626	214.46402	248.90639	725.02466	29.178383	462.44446	275.0	39999	17.08138	4.381867	38.012436	-18.080036	-18.441683	1.1384623	155.77198791503906
11	687.7133	159.85309	835.8536	444.02322	384.06082	291.81433	741.2398	41.16066	945.5	553.6	43999	17.507212	4.6376066	38.514397	-14.573268	-18.825901	1.1430196	171.80964517593384
12	244.01128	262.8329	742.87665	16.1323	266.64346	294.46622	794.9393	26.719341	352.36365	335.9	47999	17.914118	4.7831216	40.998177	-16.318567	-19.166136	1.2148207	186.510737657547
13	391.76007	213.20312	698.4282	143.83572	430.567	369.61746	839.83826	8.539752	559.75	540.3	51999	18.113232	4.965785	43.42277	-14.362062	-19.331781	1.1802943	202.52256560325623
14	244.05489	232.59074	718.5877	7.965682	603.4622	312.0925	996.06067	31.46482	308.5	657.9	55999	18.291077	5.2316165	42.495132	-15.877305	-19.435785	1.2005469	219.14215183258057
15	605.80206	285.8254	848.9705	47.402885	406.68002	272.59235	793.4698	53.18892	810.0	461.1	59999	18.48194	5.2379184	41.799915	-13.750103	-19.609026	1.1090479	234.64438009262085
16	310.08798	304.22403	722.46704	27.789919	298.26593	244.80295	783.8235	46.485435	406.33334	333.3	63999	18.845243	5.574389	44.304096	-42.12292	-19.959208	1.1469382	249.45107769966125
17	435.19717	335.9914	845.0294	36.15385	438.28183	400.59335	1015.44446	23.104342	527.44446	465.3	67999	19.205029	5.892263	42.337494	-21.527098	-20.28538	1.0903635	264.9924304485321
18	447.51993	405.6564	927.58417	18.91976	479.11557	420.10568	939.25323	21.383867	478.5	529.8	71999	19.388584	5.994094	44.58901	-17.544405	-20.436342	1.0760999	281.0416097640991
19	418.206	317.05627	863.6787	89.99864	681.46204	376.12967	975.124	19.227766	515.875	723.5	75999	19.402323	5.9928217	46.44915	-16.418839	-20.40968	1.004422	298.2722752094269
20	425.99615	346.27213	839.1868	36.273773	331.24524	283.65488	901.5267	33.6191	499.14285	463.0	79999	19.477133	6.067304	45.00029	-17.771736	-20.464933	0.9868368	313.84670996665955
