Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-95.60057	133.1211	16.533329	-376.92075	-123.33545	124.16584	-30.517025	-461.81143	273.2143	46.0	3999	1.307916	2.2366805	13.949033	-9.385505	-2.158747	0.59827393	12.517425775527954
2	-100.75958	129.52238	-4.2702265	-345.5518	-94.78781	87.559906	-19.112495	-326.67813	306.0	36.5	7999	9.964603	3.7179604	27.004475	-7.308749	-11.545412	1.2260764	28.395341873168945
3	-203.92949	378.60062	-0.4503411	-1797.7101	-480.7303	616.18677	-20.215837	-1532.5167	193.56522	340.2	11999	16.51718	3.0266895	31.3811	-5.0778103	-18.077934	2.1117444	46.35156202316284
4	95.466805	326.72488	895.78784	-165.01051	950.9059	14.980806	963.81665	910.31165	291.46155	1000.0	15999	11.326989	3.6536674	27.048872	-10.5912695	-12.420342	2.003953	68.87440705299377
5	866.7909	35.354935	909.022	813.96924	932.59045	16.858152	969.4291	909.8332	1000.0	1000.0	19999	12.7379465	3.4877524	26.038744	-9.567519	-14.000466	1.2647439	91.5452938079834
6	838.4578	19.295444	860.1138	812.8327	799.1635	258.8651	936.8953	25.795334	1000.0	903.5	23999	16.04028	2.9162335	29.38516	-5.434037	-17.241238	1.0339043	113.53874921798706
7	468.56442	334.47385	816.8836	2.413792	836.2573	63.852043	919.6691	733.636	647.1667	1000.0	27999	17.610184	2.6847231	30.430449	-3.5930917	-18.68968	0.9832143	136.04147505760193
8	587.7328	198.39279	733.7014	197.2153	558.56555	271.22543	800.8594	43.233257	849.8	767.4	31999	17.960793	2.583514	30.464684	-3.5724716	-18.927193	0.9938763	157.10656118392944
9	575.8865	213.6406	726.3694	207.06029	735.00055	211.92859	885.12244	120.613785	834.75	913.1	35999	17.781542	2.539662	29.376162	-3.7119298	-18.660097	0.9714932	179.16875863075256
10	602.6061	210.52339	842.2718	208.41634	676.3232	287.81567	920.9121	63.379837	845.2	823.5	39999	17.554363	2.5395622	29.817888	-3.957986	-18.36771	0.939355	200.76706075668335
11	583.3793	218.0709	849.1962	217.32098	673.1404	295.49844	873.42786	25.67138	772.6	820.4	43999	17.344355	2.5724583	30.36508	-3.8464255	-18.103855	0.88731104	222.3447711467743
12	729.4605	171.069	881.6129	440.48578	807.27234	42.94841	849.5532	694.8304	961.5	1000.0	47999	17.23198	2.5735781	30.688004	-4.686608	-17.94627	0.8732195	244.96372628211975
13	643.33704	238.95667	890.4607	213.06372	800.22833	112.41757	906.50824	582.5473	851.0	962.5	51999	17.211039	2.5611029	31.083065	-3.7106671	-17.894228	0.8544593	267.3429229259491
14	508.1185	194.44342	813.0748	239.42809	813.4526	232.53389	984.4376	231.32489	615.0	858.9	55999	17.279245	2.569667	31.23296	-4.0631175	-17.937458	0.85189927	289.03564262390137
15	751.3475	126.18914	881.4613	573.75183	858.4298	176.38936	983.4378	340.25586	899.6	937.6	59999	17.381113	2.5738723	33.51506	-4.329839	-18.017128	0.850557	311.3501241207123
16	603.48157	254.397	852.4803	114.94947	683.27936	265.02286	938.4153	43.939953	785.0	799.5	63999	17.51213	2.531576	33.336044	-3.9096243	-18.128626	0.8400044	332.71788930892944
17	552.90704	403.3406	959.22186	77.04267	802.25037	284.79846	1068.8888	264.8508	615.5714	823.1	67999	17.545439	2.5285773	33.55279	-4.3236613	-18.138695	0.8237942	354.4048192501068
18	599.5024	398.75458	1010.13446	18.443443	850.91046	259.20023	1074.4437	109.75498	682.0	911.6	71999	17.613432	2.5140193	33.72972	-4.3473115	-18.190413	0.8192146	376.5551540851593
19	810.98755	321.77164	1018.3897	255.00452	888.1053	264.6204	1124.8027	222.84616	813.75	918.7	75999	17.762432	2.517542	33.700565	-4.1041822	-18.3295	0.7939171	398.66847491264343
20	705.3753	338.5761	1031.0186	68.48017	871.3591	282.3759	1203.0974	133.2803	793.8	912.9	79999	17.972815	2.5554347	34.36946	-4.298692	-18.531136	0.80736566	420.8581199645996
