Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-40.219448	82.04169	21.909002	-339.26135	-314.5429	841.79846	-20.47767	-2839.5476	136.21428	112.6	3999	2.4627016	2.795901	18.840519	-8.297605	-3.1527188	1.4155625	9.010249853134155
2	-96.27765	130.55737	28.29204	-320.70837	-3001.185	3.5409636	-2995.5352	-3008.7124	346.33334	1000.0	7999	21.772427	15.38602	86.57844	-7.6716175	-25.292334	9.014592	25.588515996932983
3	-241.22856	617.3665	21.740145	-2707.6382	-1221.907	1412.8198	-28.683088	-3006.8054	159.8	416.0	11999	139.87735	52.893505	285.5502	30.628168	-151.20087	151.73225	39.0093195438385
4	-1050.5585	1170.4694	-86.591194	-2753.0037	-1114.7638	1222.7256	-132.45076	-3044.643	391.44446	379.4	15999	229.24316	20.28664	299.6047	102.09081	-233.47556	249.71228	52.595404624938965
5	-659.3944	851.9856	-27.933516	-2646.843	-1897.0719	1301.6544	-25.189299	-2992.6455	256.7857	640.3	19999	188.76712	20.874498	262.36084	27.295492	-190.82611	129.91156	67.77707481384277
6	-1282.7126	1049.4752	-73.065	-2781.5789	-1478.8864	1192.7494	-157.42165	-3003.3694	491.1	509.7	23999	166.30415	19.529139	222.9666	-11.779326	-169.09178	89.657875	82.24109077453613
7	-2135.542	805.2888	-745.46545	-2696.3328	-1899.6328	1340.3237	-41.371143	-3032.8481	817.75	633.0	27999	166.0881	17.19152	222.77333	-8.624846	-170.71085	73.48527	97.50523638725281
8	-850.0252	1064.8898	-33.57195	-2694.9895	-361.80695	841.52545	-39.759457	-2881.211	316.33334	129.1	31999	167.79234	15.754076	225.40784	-37.305347	-171.232	71.47583	109.6783561706543
9	-446.5164	836.58527	-36.504063	-2624.7207	-1275.592	1319.4211	-72.82708	-2935.01	176.13043	444.7	35999	164.53891	20.25401	216.96156	-50.407276	-168.57835	70.02828	123.63645052909851
10	-627.91595	979.864	-17.891966	-2574.978	-832.08496	1147.2351	-30.971258	-2598.8225	251.57895	322.0	39999	168.23436	19.521736	214.8817	-59.25643	-172.641	69.2593	136.92002773284912
11	-591.5337	920.1219	-31.146282	-2395.9856	-560.1993	938.7794	-28.636387	-2497.6519	252.28572	228.7	43999	166.8145	19.535318	219.75406	-58.804073	-170.78546	66.844925	149.648619890213
12	-1015.61804	992.18085	-24.065248	-2214.0671	-323.171	601.22253	-23.014261	-2102.0151	474.66666	152.7	47999	158.72952	18.942268	205.49763	-70.37053	-162.2893	58.97368	162.0795955657959
13	-221.86275	434.98856	-21.206032	-2015.2737	-643.24695	794.5765	-28.343843	-1914.7075	111.32353	339.9	51999	144.86119	18.607697	192.04326	-74.888725	-147.98593	51.593407	175.50426173210144
14	-575.59424	650.8662	-14.2972975	-1791.1526	-331.0365	426.73044	-12.578388	-1354.8044	408.36365	257.7	55999	125.91384	17.743614	170.34068	-71.67388	-128.56032	42.351315	188.49510955810547
15	-513.2268	400.0095	-115.43326	-1253.2247	-22.584513	169.20653	337.8592	-291.79257	563.8333	529.4	59999	105.60739	16.20016	150.6663	-70.25735	-107.89136	29.25185	203.1895568370819
16	-173.77449	397.9904	388.84058	-1026.958	357.58514	300.41312	749.7404	-56.04784	557.875	903.3	63999	85.1657	14.21886	125.05643	-63.286667	-87.158676	18.824823	220.2773027420044
17	438.3172	111.33632	576.1926	266.79962	483.04352	163.87704	680.8053	301.31546	1000.0	1000.0	67999	67.573685	12.131368	102.8827	-45.93478	-69.403946	12.580707	238.02983617782593
18	251.7004	13.189239	267.50647	231.1073	464.0612	136.95457	636.6116	347.57837	1000.0	1000.0	71999	55.56697	10.807083	85.86725	-48.40186	-57.41773	9.072864	255.73649954795837
19	363.12	119.70562	568.11237	269.20697	365.321	6.044267	371.76035	349.2377	1000.0	1000.0	75999	50.06259	10.912914	75.59475	-30.477667	-52.03991	7.356504	273.4733006954193
20	430.8818	93.65739	582.7094	342.71344	628.0941	44.737316	664.1623	539.6784	1000.0	1000.0	79999	49.34218	11.694957	71.83402	-32.677864	-51.419174	6.8287935	291.2222590446472
