Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-67.8072	95.491905	42.858025	-373.58463	-583.2435	1030.0433	-45.637295	-2676.8208	179.45454	221.8	3999	5.70206	6.4037027	40.115196	-11.784192	-7.528575	0.85758203	14.086151123046875
2	-66.62472	94.153946	13.214011	-327.77057	-642.1549	1076.9502	-39.25171	-2850.2676	194.3158	230.0	7999	68.434166	37.487446	185.21461	-6.2924013	-76.45634	16.052212	31.33070945739746
3	-108.3078	358.5313	7.915216	-2195.2126	-379.9953	797.6871	-39.510876	-2758.1572	99.22222	138.8	11999	292.75226	96.11087	546.7509	-66.65171	-312.936	279.38245	48.85548949241638
4	-263.05875	582.23236	-20.574436	-2505.305	-266.48138	639.2297	-19.118254	-2182.7742	111.34884	130.1	15999	510.7708	68.044266	722.96326	-367.12927	-527.5251	802.89	67.16826295852661
5	-266.68976	492.71155	-8.65365	-1881.6271	-183.77917	368.70523	-17.024733	-1283.4244	199.35	153.9	19999	665.51135	87.84276	876.7299	-236.88538	-686.62024	982.8555	85.09664344787598
6	-128.55905	297.39096	-7.330465	-1267.265	-335.33606	530.52246	-11.473206	-1435.9202	117.11539	238.3	23999	841.6078	97.832054	1058.3739	-380.29865	-865.2825	1187.2137	103.52413558959961
7	-147.77687	328.44916	-6.8708844	-1480.5374	-229.44653	459.9192	-26.83551	-1593.3193	107.95652	152.9	27999	990.186	107.74978	1195.9995	-414.62094	-1014.8596	1768.259	121.38114404678345
8	-266.63257	486.08878	-14.794951	-1472.4781	-206.19014	471.6102	-18.007412	-1616.2871	186.19048	130.6	31999	1105.1451	117.16256	1313.2689	-684.9376	-1130.0916	1802.635	139.61727619171143
9	-169.39929	376.81168	-12.997455	-1583.7336	-409.09833	686.1087	-16.571432	-1840.025	116.655174	231.5	35999	1189.312	121.21168	1372.6868	-447.80927	-1213.4509	1780.3982	158.23200702667236
10	-230.40579	503.30655	-13.835346	-1700.8323	-52.86508	24.305498	-27.27604	-108.003685	144.78572	35.3	39999	1228.0939	123.688705	1401.5715	-732.24554	-1250.7651	1770.851	176.30784058570862
11	-329.71497	593.5299	-9.878452	-1695.6633	-70.37863	49.084896	-12.379203	-194.19687	206.42857	48.2	43999	1227.4298	122.225296	1402.6731	-654.7508	-1247.9916	1525.0887	193.50516533851624
12	-237.47096	491.42343	-21.136377	-1697.578	-105.91405	135.88274	-16.646631	-479.71335	147.10345	61.7	47999	1191.85	120.0849	1373.0695	-759.3248	-1210.4113	1299.7407	210.77516555786133
13	-334.91644	569.0769	-23.583311	-1697.1298	-83.51485	61.89587	-14.257956	-183.69806	201.45	63.3	51999	1132.2124	113.47654	1328.5251	-511.31186	-1148.473	1144.9175	229.59947752952576
14	-317.65918	549.3444	-20.356152	-1607.0056	-398.9177	600.2339	-15.248849	-1655.9545	210.52632	256.3	55999	1054.0182	104.614716	1241.8341	-707.44116	-1068.2784	872.0421	250.56356763839722
15	-408.80975	602.5566	-12.0449915	-1576.7874	-109.01925	63.547718	-28.379026	-227.62164	278.0	94.8	59999	965.1777	95.273285	1129.2244	-709.4103	-977.4581	617.1685	269.85512685775757
16	-508.79922	624.184	-31.736036	-1491.0161	-491.22906	668.6531	-17.762875	-1570.483	354.3	319.9	63999	872.4499	85.83769	1026.3876	-373.1326	-882.8224	418.42126	290.43646812438965
17	-393.8402	541.2963	-9.47781	-1526.3931	-524.98157	630.4883	-28.548016	-1497.8458	287.93332	367.7	67999	777.27594	77.395035	913.56757	-386.64288	-786.0815	315.6939	313.26537322998047
18	-266.47678	496.71704	-15.927779	-1471.889	-348.20502	536.23737	-8.095565	-1419.8267	201.72223	255.2	71999	685.0192	68.44264	810.308	-483.27625	-692.51587	251.72375	333.0691614151001
19	-238.59424	434.86157	-5.9465723	-1318.1611	-294.42017	520.2524	-1.7298195	-1418.9811	196.19048	236.0	75999	598.65704	60.257053	711.86395	-418.63928	-605.17896	211.92744	351.757452249527
20	-461.79834	541.26215	-13.625041	-1323.6073	-117.10026	165.74174	-13.735497	-458.5316	376.58334	96.9	79999	519.3149	52.311806	644.4649	-354.26532	-524.868	151.11707	370.01533937454224
