Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-65.378105	115.56674	12.17444	-366.59213	-294.12628	704.877	-20.250526	-2405.8538	203.21053	119.8	3999	2.4527633	2.5607314	23.559446	-6.7999644	-3.3230329	0.804466	9.023400783538818
2	-97.81466	126.607155	13.435723	-334.31656	-1704.8975	1288.6058	-29.184238	-2952.4084	312.33334	620.4	7999	22.24714	11.58891	63.641735	-5.0103955	-24.937706	3.587175	23.222075939178467
3	-243.09541	554.5544	2.2555735	-2354.618	-995.1545	1118.3274	-28.271006	-2414.564	228.75	417.8	11999	86.10109	26.291746	154.03041	-44.260204	-91.56515	23.955141	36.526997089385986
4	-399.56946	660.78595	-11.354399	-2136.4004	-383.12704	523.784	-8.704907	-1687.8884	197.36363	218.1	15999	126.26042	15.331024	167.31854	-78.08386	-129.6068	41.390102	49.19552540779114
5	-348.31082	478.35745	1.2281634	-1514.256	-64.08452	243.79121	352.04565	-479.07925	337.45456	458.0	19999	137.21889	16.476269	177.4097	-62.615616	-140.59825	40.655598	63.23798871040344
6	-134.62946	170.23965	-8.706482	-503.6941	-47.979008	228.03279	568.6562	-341.967	290.0	475.3	23999	146.54987	15.975385	186.47241	-60.216713	-149.8553	37.691444	77.33257675170898
7	-187.55109	175.94807	-19.754824	-508.06696	54.062164	293.74683	424.7398	-631.5666	439.8889	751.4	27999	151.71346	16.063438	190.53526	-83.18674	-154.71591	35.78486	93.12100434303284
8	-184.39714	210.34074	-2.3376129	-615.6484	-113.91626	188.49863	-0.30530915	-663.93005	374.0	176.1	31999	151.87297	15.211845	187.69496	-48.450497	-154.52818	30.058475	105.45513153076172
9	-147.45473	170.06015	13.183768	-438.66382	-55.247314	75.80331	-12.455895	-271.20804	367.54544	173.5	35999	147.03387	14.13138	183.20462	-65.56102	-149.3316	25.126396	117.91016483306885
10	-195.98701	177.30656	-2.9852743	-623.14087	-187.62866	120.92623	-19.89219	-331.51758	436.7	634.0	39999	138.37914	12.890755	169.76166	-41.588745	-140.37589	20.855698	132.9427251815796
11	-58.439835	58.45241	13.670278	-232.71407	68.50787	246.71564	734.305	-136.92899	300.33334	548.0	43999	127.77408	11.95528	158.95703	-50.94346	-129.54327	17.336601	147.53070378303528
12	2.8422568	42.92012	85.338745	-91.6444	190.5222	230.07047	711.4752	-48.3073	347.63635	550.2	47999	116.64312	10.609945	144.2827	-77.615685	-118.229126	13.629109	162.11880469322205
13	150.08311	116.77663	336.70032	0.7588307	635.2071	152.82805	862.77454	396.77542	692.3333	1000.0	51999	106.85617	9.526509	133.53186	-41.41996	-108.298935	10.756955	179.56660079956055
14	472.40027	123.22689	556.1126	259.43735	680.7589	163.63037	826.0098	375.95667	871.0	1000.0	55999	98.5975	8.395831	126.006454	-45.73188	-99.976006	8.802476	197.0125560760498
15	447.864	134.57152	570.40814	227.26633	830.9121	43.19796	871.5464	729.65027	865.4	1000.0	59999	92.53146	7.1333885	118.56121	-60.668663	-93.83536	7.2997746	214.53367686271667
16	645.0607	29.270094	689.6054	607.6404	631.161	95.9876	815.8349	513.6653	1000.0	1000.0	63999	88.03617	6.455056	113.31488	-48.131958	-89.28933	6.149459	232.130136013031
17	570.4163	60.478497	636.71625	489.4857	663.8624	140.22993	819.2767	325.77872	1000.0	1000.0	67999	85.24497	5.719395	108.61437	-52.157234	-86.453316	5.1088343	249.74572682380676
18	485.1387	68.24683	591.30237	419.51343	714.3974	135.77379	931.6821	533.493	1000.0	1000.0	71999	83.44316	5.777257	109.81034	-55.20411	-84.645905	4.7094865	267.3238637447357
19	620.5137	83.03071	741.8636	507.8009	733.03217	60.531754	802.0111	620.7052	1000.0	1000.0	75999	82.73308	5.55326	105.56261	-56.30723	-83.91909	4.221637	284.9264328479767
20	569.3154	87.197174	694.1732	447.6172	633.03033	62.508385	684.81824	509.9833	1000.0	1000.0	79999	82.53273	5.6654267	105.696236	-50.751595	-83.68888	4.199165	302.54792857170105
