Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-56.52275	99.866325	33.105278	-351.97345	-335.16742	750.8578	-19.89434	-2581.6694	164.58333	129.1	3999	6.231616	6.537596	39.982063	-5.8031874	-8.434274	0.7695406	10.207502841949463
2	-46.99123	89.63582	28.418533	-369.40512	-284.67865	624.86395	-34.563137	-2154.5208	142.75	124.1	7999	49.157555	18.721766	101.2827	-15.028664	-56.26951	5.6135864	22.815228700637817
3	-157.88039	262.1605	6.5562644	-1119.4894	-350.4958	813.51544	-26.289156	-2787.2932	142.40909	128.7	11999	102.43642	14.444719	152.72552	-42.323463	-110.6213	18.206442	35.98245596885681
4	-230.1867	625.14166	292.8626	-2592.3547	512.20215	236.1509	704.35144	84.785355	130.93939	809.6	15999	66.76266	17.486078	113.82793	-37.280704	-69.84479	10.163688	53.58711314201355
5	212.00375	195.21825	539.12396	10.0742855	131.42769	296.51324	608.8425	-306.6454	422.0	822.7	19999	34.240707	6.6984406	61.70268	-37.628696	-36.45644	2.7196553	71.37547063827515
6	261.8019	190.88223	568.251	31.165405	68.992386	149.45917	513.2685	-20.4815	533.75	150.7	23999	23.869076	4.2655272	48.445724	-22.283297	-25.662788	1.6744068	84.96998238563538
7	108.90658	154.89464	492.19443	-35.704422	290.60052	296.81195	774.8248	28.128273	267.06668	486.4	27999	19.836872	3.732263	46.053852	-24.920017	-21.391464	1.4376996	100.5921459197998
8	367.607	252.18315	644.7906	57.3406	305.8913	319.0095	756.5437	1.999076	655.2	466.9	31999	18.671265	3.9008164	44.69811	-18.436172	-20.160831	1.316537	116.17267441749573
9	178.24503	225.37357	629.12274	-10.226387	137.07925	209.76146	674.7989	-1.6675773	352.54544	250.4	35999	19.133768	4.428676	46.105976	-18.64904	-20.590794	1.3318665	130.6142017841339
10	199.17778	258.54062	692.0241	-7.3429003	292.42056	345.51697	820.6462	5.230016	378.36365	419.3	39999	19.821335	4.8585877	50.414173	-18.889013	-21.254086	1.2993196	146.01431012153625
11	163.20256	261.17996	692.4403	-31.067884	271.31204	291.1314	805.10266	17.011976	286.0625	431.4	43999	19.994543	5.2730513	46.81292	-16.720648	-21.337023	1.3459554	161.46282362937927
12	393.6779	289.07657	692.9145	5.667097	310.20673	311.03442	764.8198	3.9026177	679.3333	468.3	47999	19.651024	5.11926	47.798943	-15.547171	-20.905664	1.1585515	177.28740668296814
13	512.0514	329.66833	822.6722	6.0237684	415.7575	363.68585	908.93335	24.514011	653.6	567.5	51999	19.423141	5.054373	49.829388	-16.387676	-20.623106	1.0741614	193.69050693511963
14	310.88474	362.3411	848.1463	-1.5014943	213.19463	283.42758	789.43567	16.165695	416.63635	307.3	55999	19.59922	5.3499317	51.221416	-20.194023	-20.775826	1.0518651	208.43022847175598
15	203.9113	316.36234	850.86084	0.6063765	181.54422	326.29016	894.31305	-0.103431486	282.16666	225.3	59999	19.663485	5.3370943	46.33267	-22.27806	-20.776855	1.0147319	222.70435976982117
16	255.4044	354.8649	847.062	-9.806198	388.33453	441.01974	946.9957	-0.9035854	325.13333	417.6	63999	19.47034	5.144412	49.39266	-21.87169	-20.532381	0.9864324	238.33647465705872
17	375.1606	358.7114	841.10626	13.40243	302.94147	334.3537	812.7367	10.615578	493.7143	379.4	67999	19.342344	5.2297835	49.73157	-19.288559	-20.377277	0.97376037	253.63233709335327
18	323.07977	366.61713	831.60236	14.855273	429.26987	406.6685	958.7187	14.178811	409.9091	514.3	71999	19.385649	5.467066	51.53254	-22.490221	-20.38302	0.99295	269.6276478767395
19	439.53513	413.73468	871.5094	22.65545	441.6393	407.23416	952.06665	13.85192	521.5	506.4	75999	19.366297	5.555369	53.418148	-22.160225	-20.343616	0.9302522	285.70339703559875
20	481.41098	373.9418	835.2688	19.83337	346.80576	392.6797	848.91907	-3.7590857	596.5714	419.5	79999	19.48993	5.814113	51.990562	-16.586489	-20.442348	0.8885055	301.3404805660248
