Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-47.83978	85.96947	50.578835	-345.6979	-143.36052	291.70865	-27.362123	-1016.5904	147.81482	56.0	3999	4.4237456	4.697398	29.666367	-7.304112	-6.1117544	0.26767638	13.697369813919067
2	-91.86722	136.72635	17.20832	-399.04086	-339.91827	810.9649	-21.163082	-2770.9204	265.66666	125.3	7999	39.476833	18.647856	102.45156	-7.275575	-45.878864	2.7682133	31.46965479850769
3	-130.61024	329.81494	-9.570785	-2170.362	-92.608864	63.89743	-40.801636	-275.3608	93.11628	32.4	11999	118.64581	22.778906	189.99979	-32.365227	-129.67139	24.06786	49.2336950302124
4	-173.22824	414.6943	-20.850716	-2030.4662	-60.632435	125.410385	6.2601204	-426.1975	107.71875	131.7	15999	84.40962	20.45334	147.8201	-37.051365	-88.047615	16.668087	68.00433373451233
5	-51.19139	89.90926	14.90934	-376.8739	8.387602	47.215435	78.36391	-103.26644	165.13043	162.0	19999	44.808563	9.277054	80.915855	-36.91672	-47.49072	4.072293	86.94908118247986
6	-12.118461	48.43573	77.01256	-168.2955	10.928109	17.58953	33.940426	-24.110155	231.35	241.9	23999	27.963045	5.668684	62.94527	-33.89734	-30.057241	2.5138962	106.56650876998901
7	-9.88666	73.22397	84.978004	-103.08625	40.445126	73.537254	228.72324	-33.426598	641.2	272.1	27999	21.172373	4.6667986	55.094658	-23.167566	-23.0646	1.777471	126.27118444442749
8	-3.4229066	30.306787	41.859238	-69.07107	37.65571	43.65285	150.33481	-2.8266325	336.25	234.2	31999	18.965658	5.229874	56.21901	-27.041214	-20.75024	1.7389627	146.23226881027222
9	8.011227	27.98216	64.570274	-46.58762	27.74709	35.29267	91.18531	-13.703083	197.77272	269.3	35999	18.2515	5.5494084	56.369926	-21.370186	-19.934973	1.8020215	166.11792731285095
10	22.910961	48.187775	145.64832	-79.77523	25.685654	51.093113	171.34087	-10.779506	204.68182	164.2	39999	17.667543	5.302183	53.488876	-26.340307	-19.28021	1.7228988	183.82293319702148
11	53.459072	89.41721	257.33157	-20.109299	12.511482	22.57975	43.459625	-38.38121	411.75	96.6	43999	17.864733	5.6114182	54.071156	-17.617937	-19.474695	1.7810956	200.98701190948486
12	31.590551	72.04524	269.59958	-64.594604	26.561167	38.63968	110.53787	-10.113421	313.6	257.5	47999	18.335373	6.3024144	58.35653	-22.31076	-19.928558	1.8236969	219.31244158744812
13	74.2479	115.103035	340.14117	-10.214868	83.39881	99.09251	312.32077	-10.795281	280.30768	262.4	51999	18.492283	7.04223	56.36749	-25.862514	-20.047686	1.8799524	237.56322622299194
14	53.073814	118.41703	474.46054	-43.793785	122.02765	189.8586	529.3832	-18.5361	174.95454	334.2	55999	18.711916	7.571315	57.773018	-24.482124	-20.228222	1.9657115	256.26777505874634
15	75.54364	149.82802	540.7283	-18.470165	142.0656	194.04427	515.9558	-13.517199	200.0	361.5	59999	18.853008	7.557028	56.005608	-17.568087	-20.343437	1.9326333	275.23417568206787
16	157.25151	231.77367	611.9234	-20.94887	135.9494	250.93073	745.9191	-15.911464	347.30768	234.0	63999	19.20315	7.8534317	59.076805	-23.582449	-20.714357	1.8942403	293.3825831413269
17	125.93034	186.11366	566.7537	4.1545644	122.36753	210.41685	597.10724	-21.348742	386.4	252.2	67999	19.854725	8.407269	63.074627	-30.053091	-21.372805	1.9955467	311.5964415073395
18	77.550354	135.33986	444.36362	-4.1036983	100.17775	216.67941	736.79456	-32.825466	202.25	213.1	71999	20.399626	8.914981	64.42238	-26.042383	-21.90906	2.1944084	329.6359031200409
19	182.7078	264.3462	707.81683	-19.782558	167.83809	277.3344	815.58734	-20.870663	379.4	274.2	75999	20.474619	9.011445	64.10545	-25.072685	-21.939297	2.0919755	348.31573462486267
20	172.95816	227.07056	655.2543	-3.1239789	123.48804	216.40268	704.55743	-12.630456	391.18182	267.3	79999	20.45439	9.000651	64.73371	-29.344776	-21.898926	2.0232522	366.7466330528259
