Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-41.306244	81.850464	36.741592	-344.1289	-629.8663	1022.0826	-41.14408	-2680.496	127.0	237.2	3999	9.547175	9.747447	54.78445	-8.401316	-12.281255	1.1054276	11.971894979476929
2	-45.909725	94.786026	59.869984	-334.34436	-960.381	1340.2355	-13.181421	-3028.3567	156.04546	319.7	7999	129.0779	77.62713	371.44064	-74.98838	-145.4039	34.833374	27.170432806015015
3	-159.50032	314.03485	4.4607716	-1765.5107	-709.27313	1124.8878	-39.9742	-2958.0024	135.43333	246.6	11999	612.0501	195.97159	1053.8833	-529.5446	-652.55493	580.33484	42.90357756614685
4	-626.7538	1019.0036	-18.037792	-2634.3813	-219.45767	291.2655	-25.515617	-1032.9188	240.3158	75.8	15999	981.12494	99.29776	1209.7955	-605.02734	-1004.7926	1090.5043	57.604915142059326
5	-261.85373	637.5768	-19.788803	-2595.768	-122.52287	65.52385	-48.581684	-284.16077	104.14286	43.6	19999	1050.1564	100.08657	1251.3563	-646.04175	-1068.7095	1270.9702	71.14586091041565
6	-227.66681	599.8012	-11.206226	-2458.463	-787.9748	1115.7278	-26.240763	-2547.2134	94.22727	317.9	23999	1042.122	105.4117	1219.6453	-524.4653	-1059.357	1451.3595	86.01312041282654
7	-892.78845	915.3416	-40.391216	-2159.5134	-69.73722	29.191105	-21.083616	-114.86498	439.1111	30.8	27999	1034.0176	104.611305	1220.9034	-563.5077	-1052.3025	1141.3107	99.13993430137634
8	-333.9105	634.6862	-8.033794	-2057.5994	-473.02496	751.3635	-13.704976	-2024.8112	172.86363	243.4	31999	1031.5486	93.832535	1201.6658	-1168.887	-1048.2083	967.90326	113.94446897506714
9	-186.65186	420.6979	-10.614199	-1970.6399	-261.22064	621.22266	-20.200949	-2122.5276	107.74286	127.7	35999	993.85675	89.40346	1163.2261	-753.01843	-1008.52905	1003.20044	128.52649235725403
10	-357.2699	653.0472	-15.381184	-1986.1381	-285.22928	623.33606	-29.082237	-2148.769	188.63637	137.0	39999	931.75885	87.97551	1074.0698	-537.13055	-944.759	945.24146	144.2667429447174
11	-218.30539	503.32755	-2.3141913	-1985.269	-519.1761	900.87146	-17.236399	-2378.0645	122.432434	232.1	43999	857.1503	82.99831	997.6578	-633.19324	-868.6641	834.20233	159.01662302017212
12	-297.38885	641.386	-9.46821	-2133.466	-350.22308	598.38696	-31.857132	-2071.1736	155.68	195.6	47999	774.1853	78.814125	918.43164	-829.45276	-784.4039	693.1098	174.07225966453552
13	-168.45789	346.9151	-10.714661	-2061.7327	-78.22685	69.49652	-19.020153	-213.4478	89.021736	48.2	51999	693.3371	71.609406	826.8061	-453.79913	-702.2889	624.08685	187.54431867599487
14	-342.07275	636.6416	1.9393806	-2068.738	-518.00684	853.1507	-22.832745	-2260.1035	177.83333	246.9	55999	613.463	65.4353	733.1874	-455.05313	-621.26794	470.833	202.54185509681702
15	-417.48438	697.277	-15.484426	-2096.835	-270.4976	656.12054	-16.78179	-2238.0374	218.90909	140.7	59999	535.6688	57.205074	666.68567	-451.67285	-542.2899	316.77277	216.40661072731018
16	-426.08813	711.778	-21.044533	-2068.3906	-395.66733	644.99786	-21.944132	-2251.155	231.29411	208.0	63999	460.1757	48.98388	571.3205	-330.9325	-465.7038	228.10303	230.574200630188
17	-531.7354	751.9332	-19.610292	-1994.9052	-262.06317	435.30746	-15.169471	-1533.5157	290.57144	224.5	67999	389.48016	41.532276	488.95197	-301.72406	-394.0198	150.03947	245.1189203262329
18	-587.0153	706.58246	-12.88182	-1748.1678	-381.97284	545.4362	518.75934	-1235.2938	453.0	551.0	71999	323.56598	35.972855	434.36932	-323.8325	-327.38354	108.6938	261.49597239494324
19	-426.26266	560.7232	80.203285	-1430.7953	-36.99386	265.22772	434.2933	-440.84	536.1111	615.6	75999	265.8087	31.540264	380.09344	-233.92055	-269.1287	76.1556	278.14142322540283
20	-282.15253	588.1387	308.95154	-1087.7032	235.14041	253.56247	661.1529	-45.360622	1000.0	1000.0	79999	218.12183	28.794792	320.05505	-185.37926	-221.18774	55.3825	297.14214420318604
